"","seq_orgao","seq_orgao_pai","latitude","longitude","placeId"
"9598","19175","13199.0",-20.7537,-42.878,"ChIJgWugq4xnowARtXwsQl_nTZI"
"9599","19176","13199.0",-21.4293,-45.9446,"ChIJIdlDVKb1tZQRU43CkWi6DZI"
"9600","19177","13199.0",-18.6627,-48.2027,"ChIJp2eZrVMwpJQRzKsB-ZjEqFA"
"9601","19178","13199.0",-21.2221,-43.7714,"ChIJ20ZzD0IgogARo-QP7oK6AN0"
"9602","19179","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9603","1918","13657.0",-23.053,-46.3598,"ChIJo1CcyUqjzpQR1b2V7nZeXuA"
"9604","19180","13199.0",-19.9687,-44.1985,"ChIJIwPDh43DpgARXk6FBoztlpg"
"9605","19181","13199.0",-19.9131,-44.0845,"ChIJycKk2jqVpgARYi8RwEDTuCQ"
"9606","19182","13199.0",-19.509,-42.634,"ChIJozvcNYFWpQARrZG3cqlymUI"
"9607","19183","13199.0",-20.1477,-44.8902,"ChIJ47_PI3aloAARg_D8xq8fbpI"
"9608","19184","13199.0",-20.4731,-45.4296,"ChIJGxzY4WzutJQRGaiqILGmj2w"
"9609","19185","13199.0",-18.8589,-41.9432,"ChIJ1RVSig-nsQARjFu0zFbMaFo"
"9610","19186","13199.0",-19.63,-43.2073,"ChIJx6s9XU6gpQARotah91P5pic"
"9611","19187","13199.0",-18.9706,-49.4497,"ChIJ9_lXGvkxopQR3y4EmbF1VM4"
"9612","19188","13199.0",-19.8097,-43.1758,"ChIJ4aUbt9eppQARiA6u99pC8xo"
"9613","19189","13199.0",-21.7584,-43.3507,"ChIJvTJgO5-cmAAR2avYC7NToG0"
"9614","1919","13623.0",-17.3051,-49.0205,"ChIJh91n3stCX5MRDNLoayW3rag"
"9615","19190","13199.0",-16.7262,-43.8824,"ChIJ-zsN_qdUqwARC96frNKSoB0"
"9616","19191","13199.0",-19.9847,-43.8451,"ChIJ1UK7vBmfpgARMrEEPrYnWek"
"9617","19192","13199.0",-20.7245,-46.6216,"ChIJ7XEC9s3DtpQRbTD60G8R6Ys"
"9618","19193","13199.0",-19.6256,-44.0419,"ChIJKxNfZ6NhpgARSPYNG9MGBM0"
"9619","19194","13199.0",-21.7843,-46.5666,"ChIJKQGUs-_cyZQR9RvQE5BIGXg"
"9620","19195","13199.0",-22.2661,-45.938,"ChIJs8GwCRvHy5QR0n7_OTW33sA"
"9621","19196","13199.0",-19.456,-44.2547,"ChIJASxG3gxQpgARDLRAe2kyRyM"
"9622","19197","13199.0",-19.7373,-47.9384,"ChIJgUleJsbRupQRYTdEYKYGW78"
"9623","19198","13199.0",-18.8995,-48.2597,"ChIJ_ZyjK75FpJQRWEa5CN7HvqQ"
"9624","19199","13199.0",-21.5742,-45.4407,"ChIJjZueTqOSypQRgeCzxi-ZPB4"
"9625","192","13621.0",-19.8188,-40.2736,"ChIJ-Vp-SIDqtwARDNopSiSBuFQ"
"9626","1920","13657.0",-22.7343,-47.6481,"ChIJO51MT8ExxpQRHDTcEwDDDic"
"9627","19200","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9628","19201","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9629","19202","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9630","19203","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9631","19204","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9632","19205","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9633","19206","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9634","19207","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9635","19208","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9636","19209","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9637","1921","13639.0",-3.9312,-41.7088,"ChIJnXvicE46kwcRkUgvfaKoFo8"
"9638","19210","13199.0",-21.4281,-45.9463,"ChIJeUUxA6b1tZQR0Z5_noVYkG4"
"9639","19211","13199.0",-18.6627,-48.2027,"ChIJp2eZrVMwpJQRzKsB-ZjEqFA"
"9640","19212","13199.0",-21.2221,-43.7714,"ChIJ20ZzD0IgogARo-QP7oK6AN0"
"9641","19213","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9642","19214","13199.0",-19.9687,-44.1985,"ChIJIwPDh43DpgARXk6FBoztlpg"
"9643","19215","13199.0",-19.9131,-44.0845,"ChIJycKk2jqVpgARYi8RwEDTuCQ"
"9644","19216","13199.0",-19.509,-42.634,"ChIJozvcNYFWpQARrZG3cqlymUI"
"9645","19217","13199.0",-20.1477,-44.8902,"ChIJ47_PI3aloAARg_D8xq8fbpI"
"9646","19218","13199.0",-20.4731,-45.4296,"ChIJGxzY4WzutJQRGaiqILGmj2w"
"9647","19219","13199.0",-18.8589,-41.9432,"ChIJ1RVSig-nsQARjFu0zFbMaFo"
"9648","1922","13643.0",-22.6278,-43.9035,"ChIJO32419mungARjUbel9wNZ30"
"9649","19220","13199.0",-19.63,-43.2073,"ChIJx6s9XU6gpQARotah91P5pic"
"9650","19221","13199.0",-18.9706,-49.4497,"ChIJ9_lXGvkxopQR3y4EmbF1VM4"
"9651","19222","13199.0",-19.8097,-43.1758,"ChIJ4aUbt9eppQARiA6u99pC8xo"
"9652","19223","13199.0",-21.7584,-43.3507,"ChIJw-e2JJ-cmAAR7tpafYams6M"
"9653","19224","13199.0",-16.7224,-43.8715,"ChIJMTRZElRTqwAR6kBmyNpMix8"
"9654","19225","13199.0",-19.9847,-43.8451,"ChIJ1UK7vBmfpgARMrEEPrYnWek"
"9655","19226","13199.0",-20.7245,-46.6216,"ChIJ7XEC9s3DtpQRbTD60G8R6Ys"
"9656","19227","13199.0",-19.6256,-44.0419,"ChIJKxNfZ6NhpgARSPYNG9MGBM0"
"9657","19228","13199.0",-21.7827,-46.5599,"ChIJVdxthOTcyZQR2hC9iNqHYmo"
"9658","19229","13199.0",-22.2661,-45.938,"ChIJs8GwCRvHy5QR0n7_OTW33sA"
"9659","1923","13641.0",-24.5393,-49.941,"ChIJN33k5ax-wpQRAYHTnlPPGxc"
"9660","19230","13199.0",-19.456,-44.2547,"ChIJASxG3gxQpgARDLRAe2kyRyM"
"9661","19231","13199.0",-19.7373,-47.9384,"ChIJgUleJsbRupQRYTdEYKYGW78"
"9662","19232","13199.0",-18.8995,-48.2597,"ChIJ_ZyjK75FpJQRWEa5CN7HvqQ"
"9663","19233","13199.0",-21.5742,-45.4407,"ChIJjZueTqOSypQRgeCzxi-ZPB4"
"9664","19234","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9665","19235","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9666","19236","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9667","19237","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9668","19238","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9669","19239","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9670","1924","13657.0",-23.1934,-49.3842,"ChIJxWdKZ7iqwZQRI-fBErQJk2w"
"9671","19240","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9672","19241","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9673","19242","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9674","19243","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9675","19244","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9676","19245","13199.0",-19.9687,-44.1985,"ChIJIwPDh43DpgARXk6FBoztlpg"
"9677","19246","13199.0",-19.9131,-44.0845,"ChIJycKk2jqVpgARYi8RwEDTuCQ"
"9678","19247","13199.0",-19.519,-42.6283,"ChIJSYOTJClUpQARvHGo6NMc3Go"
"9679","19248","13199.0",-18.8608,-41.944,"Ek9SLiBPcmJpcyBDbHViLCAyMCAtIDEwwrogQU5EQVIgLSBDZW50cm8sIEdvdi4gVmFsYWRhcmVzIC0gTUcsIDM1MDIwLTM5MCwgQnJhemlsIioaKAoaEhgKFAoSCSUMbrmgp7EAEaQTwas6zVbXEBQSCjEwwrogQU5EQVI"
"9680","19249","13199.0",-21.7584,-43.3507,"ChIJw-e2JJ-cmAAR7tpafYams6M"
"9681","1925","13657.0",-21.9929,-49.4547,"ChIJeUQpWxOsv5QRa0IpLFtsD7g"
"9682","19250","13199.0",-16.7262,-43.8824,"ChIJ-zsN_qdUqwARC96frNKSoB0"
"9683","19251","13199.0",-22.2661,-45.938,"ChIJs8GwCRvHy5QR0n7_OTW33sA"
"9684","19252","13199.0",-19.456,-44.2547,"ChIJASxG3gxQpgARDLRAe2kyRyM"
"9685","19253","13199.0",-19.7373,-47.9384,"ChIJgUleJsbRupQRYTdEYKYGW78"
"9686","19254","13199.0",-18.8995,-48.2597,"ChIJ_ZyjK75FpJQRWEa5CN7HvqQ"
"9687","19255","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9688","19256","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9689","19257","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9690","19258","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9691","19259","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9692","1926","13627.0",-20.6839,-43.2971,"ChIJExjko1GaowARk48maTlRtYA"
"9693","19260","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9694","19261","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9695","19262","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9696","19263","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9697","19264","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9698","19265","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9699","19266","13199.0",-19.9687,-44.1985,"ChIJIwPDh43DpgARXk6FBoztlpg"
"9700","19267","13199.0",-19.9131,-44.0845,"ChIJycKk2jqVpgARYi8RwEDTuCQ"
"9701","19268","13199.0",-19.509,-42.634,"ChIJozvcNYFWpQARrZG3cqlymUI"
"9702","19269","13199.0",-21.7584,-43.3507,"ChIJw-e2JJ-cmAAR7tpafYams6M"
"9703","1927","13623.0",-16.4263,-51.8239,"ChIJ0Q60j1VEZJMRz_Qx3iwncLk"
"9704","19270","13199.0",-19.7373,-47.9384,"ChIJgUleJsbRupQRYTdEYKYGW78"
"9705","19271","13199.0",-18.8995,-48.2597,"ChIJ_ZyjK75FpJQRWEa5CN7HvqQ"
"9706","19272","13199.0",-19.9217,-43.9478,"ChIJO7_RTFmXpgARv4Z5PS2gmGc"
"9707","19273","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9708","19274","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9709","19275","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9710","19276","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9711","19277","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9712","19278","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9713","19279","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9714","1928","13609.0",-9.6113,-37.7616,"ChIJj4dNQyEzDwcRHh8PvH_RmWI"
"9715","19280","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9716","19281","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9717","19282","13199.0",-19.9687,-44.1985,"ChIJIwPDh43DpgARXk6FBoztlpg"
"9718","19283","13199.0",-19.9131,-44.0845,"ChIJycKk2jqVpgARYi8RwEDTuCQ"
"9719","19284","13199.0",-21.7584,-43.3507,"ChIJw-e2JJ-cmAAR7tpafYams6M"
"9720","19285","13199.0",-18.8995,-48.2597,"ChIJ_ZyjK75FpJQRWEa5CN7HvqQ"
"9721","19286","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9722","19287","13199.0",-19.9687,-44.1985,"ChIJIwPDh43DpgARXk6FBoztlpg"
"9723","19288","13199.0",-19.9131,-44.0845,"ChIJycKk2jqVpgARYi8RwEDTuCQ"
"9724","19289","13199.0",-18.8995,-48.2597,"ChIJ_ZyjK75FpJQRWEa5CN7HvqQ"
"9725","1929","13627.0",-21.6583,-42.3451,"ChIJi_XnOxs5vQAR8tpyHaCR4Pw"
"9726","19290","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9727","19291","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9728","19292","13199.0",-19.9217,-43.9477,"ChIJ3RxealmXpgARYmUqWcFD13U"
"9729","19293","13199.0",-19.9349,-43.9593,"ChIJ11MMtXOXpgARldFD81QUDtk"
"9730","19294","13199.0",-19.9334,-43.9264,"ChIJT-tHJsCZpgAR2Bkrz5I5zuQ"
"9731","19295","13199.0",-19.9333,-43.9261,"ChIJ0fX5neqZpgAR-wg1HDectEE"
"9732","19296","13199.0",-19.9333,-43.9261,"ChIJ0fX5neqZpgAR-wg1HDectEE"
"9733","19297","13199.0",-19.9322,-43.9245,"EkdBdi4gR2V0w7psaW8gVmFyZ2FzLCA3IC0gTiAtIEZ1bmNpb27DoXJpb3MsIEJlbG8gSG9yaXpvbnRlIC0gTUcsIEJyYXppbCIhGh8KGhIYChQKEgk1WdTL6pmmABHPc8bgRnlnCxAHEgFO"
"9734","19298","13199.0",-19.9318,-43.9242,"EkNBdi4gR2V0w7psaW8gVmFyZ2FzLCA4IC0gRnVuY2lvbsOhcmlvcywgQmVsbyBIb3Jpem9udGUgLSBNRywgQnJhemlsIhoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQCA"
"9735","19299","13199.0",-19.9322,-43.9245,"EkdBdi4gR2V0w7psaW8gVmFyZ2FzLCA5IC0gTiAtIEZ1bmNpb27DoXJpb3MsIEJlbG8gSG9yaXpvbnRlIC0gTUcsIEJyYXppbCIhGh8KGhIYChQKEgk1WdTL6pmmABHPc8bgRnlnCxAJEgFO"
"9736","193","13623.0",-16.3568,-49.6809,"ChIJs2wRIM7fXZMR4i1pYGXnF2w"
"9737","1930","13627.0",-17.3489,-44.9468,"ChIJ00EbpnoLqgARxA_geI2UVAs"
"9738","19300","13199.0",-19.9333,-43.9261,"ChIJ0fX5neqZpgAR-wg1HDectEE"
"9739","19301","13199.0",-19.9318,-43.9242,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAxMCAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQChIBTg"
"9740","19302","13199.0",-19.9322,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAxMSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQCxIBTg"
"9741","19303","13199.0",-19.9316,-43.9242,"ElJBdi4gR2V0w7psaW8gVmFyZ2FzLCA0IC0gTiAtIEZ1bmNpb27DoXJpb3MsIEJlbG8gSG9yaXpvbnRlIC0gTUcsIDMwMTEyLTAyMCwgQnJhemlsIh0aGwoWChQKEglVVaUplZmmABHJy8WPjJT-dhIBTg"
"9742","19304","13199.0",-19.9318,-43.9242,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAxMiAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQDBIBTg"
"9743","19305","13199.0",-19.9333,-43.9261,"ChIJ0fX5neqZpgAR-wg1HDectEE"
"9744","19306","13199.0",-19.9322,-43.9245,"ElNBdi4gR2V0w7psaW8gVmFyZ2FzLCAxMyAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCAzMDExMi0wMjAsIEJyYXppbCIdGhsKFgoUChIJZeIQM5WZpgARhs8XwZw5qRESAU4"
"9745","19307","13199.0",-19.9332,-43.9261,"ChIJjWtaKcCZpgARIq13jUhyFsk"
"9746","19308","13199.0",-19.9322,-43.9245,"ElNBdi4gR2V0w7psaW8gVmFyZ2FzLCAxNSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCAzMDExMi0wMjAsIEJyYXppbCIdGhsKFgoUChIJLf4UM5WZpgARXuMW4YH3JuUSAU4"
"9747","19309","13199.0",-19.9323,-43.9246,"EkRBdi4gR2V0w7psaW8gVmFyZ2FzLCA0NyAtIEZ1bmNpb27DoXJpb3MsIEJlbG8gSG9yaXpvbnRlIC0gTUcsIEJyYXppbCIaEhgKFAoSCTVZ1MvqmaYAEc9zxuBGeWcLEC8"
"9748","1931","13657.0",-22.2757,-51.5002,"ChIJd6LQlOuNk5QRbCGJ1EWkoME"
"9749","19310","13199.0",-19.9318,-43.9242,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAxNiAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQEBIBTg"
"9750","19311","13199.0",-19.9333,-43.9261,"ChIJ0fX5neqZpgAR-wg1HDectEE"
"9751","19312","13199.0",-19.9322,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAxNyAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQERIBTg"
"9752","19313","13199.0",-19.9318,-43.9242,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAxNCAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQDhIBTg"
"9753","19314","13199.0",-19.9322,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAxOSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQExIBTg"
"9754","19315","13199.0",-19.9316,-43.9244,"ElNBdi4gR2V0w7psaW8gVmFyZ2FzLCAyMCAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCAzMDExMi0wMjAsIEJyYXppbCIdGhsKFgoUChIJrYCjK5WZpgARyG2en5E7BMESAU4"
"9755","19316","13199.0",-19.9323,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAyMSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQFRIBTg"
"9756","19317","13199.0",-19.9332,-43.9261,"ChIJjWtaKcCZpgARIq13jUhyFsk"
"9757","19318","13199.0",-19.9316,-43.9244,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAyMiAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQFhIBTg"
"9758","19319","13199.0",-19.9332,-43.9261,"ChIJjWtaKcCZpgARIq13jUhyFsk"
"9759","1932","13641.0",-25.4427,-49.0629,"ChIJ958nlgTz3JQR3XRdCat3hMw"
"9760","19320","13199.0",-19.9323,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAyMyAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQFxIBTg"
"9761","19321","13199.0",-19.9316,-43.9244,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAyNCAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQGBIBTg"
"9762","19322","13199.0",-19.9322,-43.9245,"ElNBdi4gR2V0w7psaW8gVmFyZ2FzLCAyNSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCAzMDExMi0wMjAsIEJyYXppbCIdGhsKFgoUChIJ31FZM5WZpgARSz8aP2fH0cUSAU4"
"9763","19323","13199.0",-19.9316,-43.9244,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAyNiAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQGhIBTg"
"9764","19324","13199.0",-19.9316,-43.9244,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAyOCAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQHBIBTg"
"9765","19325","13199.0",-19.9323,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAyOSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQHRIBTg"
"9766","19326","13199.0",-19.9323,-43.9246,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCA0OSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQMRIBTg"
"9767","19327","13199.0",-19.9316,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAzMCAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQHhIBTg"
"9768","19328","13199.0",-19.9323,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAzMSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQHxIBTg"
"9769","19329","13199.0",-19.9319,-43.9246,"ElNBdi4gR2V0w7psaW8gVmFyZ2FzLCAzMiAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCAzMDExMi0wMjAsIEJyYXppbCIdGhsKFgoUChIJVwJMLZWZpgARSDK3dggL3MISAU4"
"9770","1933","13657.0",-21.9936,-47.4234,"ChIJ63bohs8AyJQRFz5D3miGRMQ"
"9771","19330","13199.0",-19.9323,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAzMyAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQIRIBTg"
"9772","19331","13199.0",-19.9333,-43.9261,"ChIJ0fX5neqZpgAR-wg1HDectEE"
"9773","19332","13199.0",-19.9316,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAzNCAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQIhIBTg"
"9774","19333","13199.0",-19.9328,-43.9254,"ElNBdi4gR2V0w7psaW8gVmFyZ2FzLCAzNSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCAzMDExMi0wMjAsIEJyYXppbCIdGhsKFgoUChIJYYh5y-qZpgARpRFrCQ5UdnsSAU4"
"9775","19334","13199.0",-19.9316,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAzNiAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQJBIBTg"
"9776","19335","13199.0",-19.9323,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAzNyAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQJRIBTg"
"9777","19336","13199.0",-19.9316,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAzOCAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJQbIvLJWZpgARbIcBK1iH6pMQJhIBTg"
"9778","19337","13199.0",-19.9333,-43.9261,"ChIJ0fX5neqZpgAR-wg1HDectEE"
"9779","19338","13199.0",-19.9323,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCAzOSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQJxIBTg"
"9780","19339","13199.0",-19.9332,-43.9261,"ChIJjWtaKcCZpgARIq13jUhyFsk"
"9781","1934","13651.0",-31.4478,-53.0978,"ChIJ9QBT5FyMD5URmKqhWU-TjlQ"
"9782","19340","13199.0",-19.9323,-43.9245,"EkhBdi4gR2V0w7psaW8gVmFyZ2FzLCA0MSAtIE4gLSBGdW5jaW9uw6FyaW9zLCBCZWxvIEhvcml6b250ZSAtIE1HLCBCcmF6aWwiIRofChoSGAoUChIJNVnUy-qZpgARz3PG4EZ5ZwsQKRIBTg"
